seq	lat	long
2406	-99.14	19.52
2407	-103.34	20.625
2408	-99.2	19.37
2409	-103.33	20.73
2410	-100.365	25.635
2411	-99.225	19.295
2412	-100.365	25.69
2413	-99.06	19.45
2414	-99.06	19.345
2415	-99.065	19.365
2416	-99.255	19.305
2417	-100.275	25.575
2418	-99.05	41.689
2419	-99.025	19.38
2420	-99.02	19.365
2421	-99.05	19.205
2422	-100.34	25.735
2423	-99.065	19.36
2424	-99.1	19.455
2425	-99.125	19.21
2426	-99.165	19.32
2427	-103.42	20.625
2428	-99.16	19.27
2429	-99.21	19.495
2430	-103.42	20.665
2431	-100.365	25.695
2432	-98.94	19.265
2433	-100.255	25.725
2434	-100.205	25.54
2435	-99.235	19.355
2436	-99.195	19.475
2437	-103.295	20.71
2438	-100.23	25.66
2439	-103.245	20.625
2440	-99.34	41.901
2441	-100.385	25.75
2442	-103.34	20.55
2443	-99.1	19.29
2444	-100.31	25.655
2445	-99.015	19.255
2446	-99.055	19.525
2447	-99.23	19.345
2448	-99.1	19.36
2449	-99.04	19.325
2450	-99.07	19.36
2451	-99.295	19.395
2452	-100.285	25.695
2453	-99.26	19.315
2454	-99.2	19.215
2455	-100.385	25.765
2456	-99.01	19.365
2457	-99.105	19.25
2458	-99.11	41.748
2459	-100.37	25.73
2460	-99.055	19.37
2461	-99.21	19.46
2462	-103.4	20.655
2463	-99.07	19.48
2464	-100.41	25.785
2465	-99.11	19.44
2466	-100.335	25.635
2467	-99.005	19.275
2468	-99.09	19.505
2469	-103.39	20.715
2470	-100.39	25.77
2471	-103.415	20.73
2472	-103.335	20.715
2473	-99.075	19.445
2474	-116.985	32.505
2475	-99.035	19.365
2476	-101.03	25.43
2477	-100.375	25.75
2478	-103.355	20.645
2479	-103.31	20.68
2480	-99.235	19.325
2481	-103.315	20.715
2482	-100.27	25.645
2483	-99.065	19.355
2484	-99.105	19.345
2485	-99.36	25.76
2486	-99.29	19.375
2487	-99.025	19.345
2488	-99.16	19.335
2489	-103.355	20.62
2490	-99.115	19.485
2491	-103.335	20.635
2492	-100.985	41.965
2493	-99.23	19.295
2494	-103.39	20.705
2495	-99.12	19.27
2496	-99.165	19.19
2497	-100.33	25.69
2498	-100.1	25.65
2499	-99.125	19.385
2500	-99.25	19.33
2501	-103.325	20.72
2502	-99.115	19.28
2503	-99.215	19.385
2504	-103.29	20.65
2505	-99.06	19.43
2506	-99.255	19.33
2507	-103.35	20.65
2508	-99.07	19.305
2509	-99.055	19.365
2510	-103.42	20.645
2511	-99.1	19.33
2512	-99.235	19.34
2513	-100.245	25.565
2514	-100.32	41.845
2515	-103.425	20.67
2516	-99.13	19.345
2517	-100.255	25.67
2518	-100.25	25.59
2519	-99.04	19.465
2520	-98.99	19.35
2521	-99.175	19.505
2522	-99.16	19.28
2523	-116.95	32.53
2524	-99.085	19.245
2525	-99.215	19.28
2526	-100.165	25.67
2527	-99.065	19.325
2528	-99.04	19.485
2529	-100.13	19.195
2530	-99.285	19.35
2531	-99.215	19.34
2532	-99.065	19.455
2533	-103.365	20.66
2534	-100.36	25.76
2535	-100.13	26.065
2536	-99.045	19.35
2537	-99.025	19.49
2538	-99.08	19.395
2539	-100.245	25.73
2540	-99.25	41.778
2541	-99.23	19.52
2542	-103.455	20.705
2543	-100.275	25.57
2544	-99.15	19.53
2545	-103.415	20.63
2546	-100.28	25.645
2547	-99.215	19.215
2548	-99.275	19.445
2549	-99.24	19.285
2550	-103.385	20.635
2551	-100.26	25.72
2552	-99.25	19.31
2553	-99.07	19.42
2554	-103.28	20.645
2555	-99.005	19.28
2556	-99.065	19.32
2557	-100.275	25.61
2558	-99.01	19.25
2559	-103.425	20.665
2560	-103.34	20.75
2561	-99.1	19.255
2562	-99.06	19.285
2563	-99.225	19.38
2564	-99.245	19.345
2565	-99.235	19.35
2566	-99.17	19.53
2567	-99.155	19.465
2568	-99.07	19.185
2569	-100.41	25.74
2570	-99.195	41.809
2571	-101.355	20.685
2572	-103.345	20.72
2573	-100.415	25.785
2574	-100.33	25.705
2575	-99.255	19.505
2576	-99.17	19.32
2577	-99.065	19.35
2578	-99.205	19.485
2579	-99.195	41.748
2580	-100.385	25.735
2581	-100.395	25.77
2582	-103.37	20.705
2583	-99.085	41.717
2584	-99.17	19.555
2585	-99.16	19.285
2586	-99.07	19.38
2587	-99.145	19.41
2588	-99.27	19.335
2589	-99.12	19.235
2590	-99.01	19.375
2591	-99.045	19.32
2592	-99.2	19.32
2593	-99.03	19.415
2594	-98.99	19.165
2595	-100.295	25.64
2596	-99.21	19.38
2597	-99.075	19.355
2598	-103.345	41.84
2599	-99.09	19.315
2600	-99.235	19.31
2601	-103.43	20.735
2602	-99.135	19.305
2603	-99.08	41.748
2604	-98.905	19.415
2605	-103.345	20.645
2606	-103.295	20.615
2607	-99.13	19.255
2608	-99.13	19.27
2609	-99.205	19.33
2610	-100.245	25.69
2611	-99.005	19.36
2612	-99.14	19.275
2613	-103.36	20.69
2614	-100.27	25.635
2615	-99.03	19.295
2616	-103.425	20.61
2617	-99.095	19.485
2618	-103.35	20.615
2619	-100.3	25.625
2620	-103.33	20.63
2621	-99.115	19.235
2622	-99.23	19.46
2623	-103.305	20.68
2624	-99.15	19.29
2625	-103.35	20.59
2626	-100.31	25.745
2627	-99.1	19.245
2628	-99.09	19.33
2629	-100.31	25.645
2630	-99.21	19.265
2631	-99.23	41.748
2632	-100.41	25.77
2633	-103.355	20.73
2634	-99.16	19.325
2635	-101.035	22.13
2636	-99.025	19.35
2637	-103.3	20.625
2638	-99.22	19.48
2639	-99.07	19.315
2640	-99.185	19.505
2641	-99	19.37
2642	-99.145	19.355
2643	-100.24	25.72
2644	-99.055	41.717
2645	-103.36	20.575
2646	-103.34	20.615
2647	-99.05	19.385
2648	-99.155	19.23
2649	-98.99	19.345
2650	-99.065	19.345
2651	-99.165	19.275
2652	-99.17	19.455
2653	-99.03	19.32
2654	-101.67	21.17
2655	-100.335	25.69
2656	-99.075	19.19
2657	-99	19.245
2658	-103.295	20.66
2659	-99.165	19.51
2660	-99.095	19.535
2661	-99.04	19.375
2662	-99.06	19.35
2663	-103.34	20.69
2664	-99.095	19.195
2665	-99.06	19.29
2666	-100.29	25.695
2667	-101.665	41.994
2668	-99.135	19.54
2669	-103.365	20.62
2670	-99.215	19.29
2671	-99.23	19.28
2672	-99	19.21
2673	-99.2	19.46
2674	-100.365	25.745
2675	-100.35	25.71
2676	-99.17	19.59
2677	-103.365	20.655
2678	-99.225	19.43
2679	-103.53	41.718
2680	-104.265	21.035
2681	-99.175	19.255
2682	-99.22	19.47
2683	-99.08	19.185
2684	-107.095	24.45
2685	-103.415	20.72
2686	-100.405	25.725
2687	-98.995	19.345
2688	-99.14	19.56
2689	-101.665	21.125
2690	-99.12	19.31
2691	-99.06	19.335
2692	-99.105	19.315
2693	-98.96	19.325
2694	-99.055	19.39
2695	-99.075	19.485
2696	-99.04	19.36
2697	-103.37	20.605
2698	-99.295	19.33
2699	-99.11	19.325
2700	-99.165	19.235
2701	-99.02	19.345
2702	-99.21	19.645
2703	-99.125	19.32
2704	-99.165	41.778
2705	-99.075	19.48
2706	-99.255	19.345
2707	-100.38	25.79
2708	-99.1	19.46
2709	-99.05	19.345
2710	-99.095	19.435
2711	-99.09	19.38
2712	-99.01	19.35
2713	-96.125	19.165
2714	-99.06	19.36
2715	-103.355	20.625
2716	-99.12	19.285
2717	-99	19.29
2718	-99.075	19.255
2719	-100.36	25.655
2720	-103.29	20.705
2721	-100.34	25.745
2722	-100.225	25.705
2723	-99.105	19.535
2724	-99.16	19.315
2725	-99.2	19.33
2726	-100.24	25.67
2727	-99.1	19.345
2728	-100.4	25.76
2729	-99.305	19.36
2730	-99.11	19.405
2731	-103.335	20.705
2732	-99.07	19.37
2733	-99.125	19.63
2734	-100.305	25.73
2735	-99.185	19.495
2736	-103.425	20.645
2737	-100.31	25.755
2738	-99.165	19.26
2739	-99.25	19.355
2740	-99.005	41.689
2741	-99.175	19.45
2742	-103.295	20.68
2743	-99.09	19.485
2744	-99.135	19.525
2745	-99.015	19.345
2746	-99.045	19.31
2747	-100.3	25.755
2748	-103.31	20.635
2749	-99.045	19.38
2750	-99.095	19.24
2751	-103.31	20.73
2752	-99.125	19.26
2753	-99.015	19.335
2754	-99.21	41.778
2755	-99.24	19.41
2756	-99	19.295
2757	-103.29	20.675
2758	-99.165	19.33
2759	-99.195	19.275
2760	-99.03	19.38
2761	-99.19	19.495
2762	-100.195	25.685
2763	-99.055	19.33
2764	-103.405	20.705
2765	-99.055	41.778
2766	-103.25	20.625
2767	-103.35	20.64
2768	-103.46	20.645
2769	-99.07	19.325
2770	-99.245	19.35
2771	-99.095	19.315
2772	-100.36	25.755
2773	-99.075	19.45
2774	-103.27	20.645
2775	-99.015	19.36
2776	-99.21	19.415
2777	-99.235	19.535
2778	-98.985	19.395
2779	-99.04	19.305
2780	-99.235	41.778
2781	-99.115	19.495
2782	-99.135	19.45
2783	-99.02	19.19
2784	-100.28	25.675
2785	-99.1	41.717
2786	-99.23	19.515
2787	-103.41	20.715
2788	-103.32	20.69
2789	-103.42	20.66
2790	-100.26	25.67
2791	-99.24	19.42
2792	-100.255	25.58
2793	-97.845	22.245
2794	-99.115	19.385
2795	-99.075	19.35
2796	-99.175	19.56
2797	-99.195	19.39
2798	-99.03	19.355
2799	-103.32	20.665
2800	-100.295	25.665
2801	-99.15	19.27
2802	-99.245	19.265
2803	-99.21	19.215
2804	-99.185	19.51
2805	-99.1	19.365
2806	-100.385	25.66
2807	-99.235	19.46
2808	-100.315	41.845
2809	-99.27	19.33
2810	-100.185	25.72
2811	-99.075	19.345
2812	-99.21	19.445
2813	-99.105	19.225
2814	-99.195	19.51
2815	-103.355	20.575
2816	-103.36	20.715
2817	-99.075	19.33
2818	-99.06	19.425
2819	-99.15	19.28
2820	-99.05	19.39
2821	-103.385	20.615
2822	-99.325	19.33
2823	-103.42	20.72
2824	-99.11	19.46
2825	-98.995	19.34
2826	-99.255	19.32
2827	-99.055	19.505
2828	-99.6	19.255
2829	-99.19	19.295
2830	-99.225	19.27
2831	-99.085	19.335
2832	-116.89	32.5
2833	-103.305	20.71
2834	-99.1	19.265
2835	-99.13	19.31
2836	-99.14	19.385
2837	-99.09	19.355
2838	-99.115	19.36
2839	-99.22	19.345
2840	-99.285	19.335
2841	-99.065	19.46
2842	-99.28	19.345
2843	-99.195	19.505
2844	-103.3	20.71
2845	-100.245	41.845
2846	-103.335	20.62
2847	-99.18	19.255
2848	-99.27	19.305
2849	-100.39	25.715
2850	-103.375	20.655
2851	-100.295	25.62
2852	-100.335	25.735
2853	-99.255	19.355
2854	-100.335	25.705
2855	-100.275	25.695
2856	-99.09	41.748
2857	-99.23	19.54
2858	-99.23	41.717
2859	-99.11	19.285
2860	-99.125	19.34
2861	-99.3	19.345
2862	-100.195	25.71
2863	-98.995	19.285
2864	-99.035	19.175
2865	-99.005	19.255
2866	-99.16	19.53
2867	-99.225	41.717
2868	-99.23	19.535
2869	-103.345	20.61
2870	-99.215	19.32
2871	-103.32	20.695
2872	-99.19	19.415
2873	-96.735	41.837
2874	-99.005	19.365
2875	-99.235	19.555
2876	-99.11	19.335
2877	-98.995	19.18
2878	-99.31	19.395
2879	-99.275	19.37
2880	-99.205	19.225
2881	-99.22	19.56
2882	-103.31	20.655
2883	-100.395	25.76
2884	-103.405	20.69
2885	-99.175	19.525
2886	-99.095	19.365
2887	-99.205	19.325
2888	-100.265	25.615
2889	-99.065	19.49
2890	-99	19.34
2891	-98.995	19.24
2892	-99.21	19.385
2893	-103.315	20.72
2894	-99.13	19.26
2895	-99.155	19.485
2896	-99.065	19.39
2897	-99.32	19.355
2898	-103.415	20.695
2899	-99.195	19.42
2900	-100.235	25.55
2901	-103.4	20.74
2902	-101.335	20.65
2903	-100.29	25.67
2904	-99.23	19.325
2905	-99.055	19.36
2906	-99.135	19.355
2907	-100.235	25.57
2908	-99.25	19.47
2909	-99.08	19.49
2910	-99.24	19.31
2911	-99.175	19.27
2912	-103.37	20.635
2913	-100.325	25.74
2914	-99.08	19.48
2915	-103.37	20.75
2916	-99.12	19.25
2917	-103.405	20.71
2918	-99.065	19.335
2919	-99.215	19.525
2920	-99.02	19.415
2921	-99.17	19.545
2922	-99.245	19.54
2923	-99.165	19.505
2924	-99.055	19.325
2925	-99.195	19.45
2926	-99.075	19.36
2927	-99.265	19.335
2928	-103.42	20.74
2929	-99.22	19.365
2930	-99.11	19.255
2931	-100.365	25.67
2932	-99.155	19.49
2933	-99.215	19.31
2934	-99.22	19.37
2935	-116.915	32.51
2936	-100.255	25.745
2937	-103.395	20.645
2938	-100.33	25.715
2939	-99.08	41.717
2940	-99.05	19.305
2941	-99.33	19.33
2942	-99.245	19.36
2943	-99.24	19.28
2944	-98.995	19.245
2945	-99.225	19.405
2946	-103.325	20.565
2947	-99.09	41.778
2948	-99.095	19.33
2949	-99.125	19.52
2950	-99.335	19.31
2951	-103.375	20.625
2952	-99.02	19.29
2953	-99.205	19.285
2954	-100.37	25.655
2955	-99.01	19.27
2956	-100.4	25.66
2957	-99.285	19.33
2958	-100.365	25.775
2959	-99.04	19.585
2960	-99.105	19.51
2961	-99.13	19.325
2962	-99.02	19.245
2963	-99.215	19.345
2964	-100.27	25.67
2965	-99.025	19.19
2966	-99.195	19.325
2967	-99.205	19.32
2968	-99.07	19.385
2969	-100.375	25.695
2970	-99.245	19.33
2971	-99.13	19.57
2972	-103.42	20.655
2973	-103.35	20.73
2974	-99.23	19.44
2975	-103.365	20.715
2976	-99.075	19.475
2977	-103.35	20.625
2978	-100.3	25.64
2979	-99.265	19.525
2980	-100.4	25.755
2981	-103.37	41.81
2982	-99.055	19.31
2983	-102.055	19.395
2984	-99.1	19.45
2985	-100.37	25.735
2986	-99.165	19.475
2987	-99.08	19.315
2988	-103.4	20.67
2989	-99.07	19.335
2990	-99.24	19.475
2991	-103.385	20.625
2992	-99.045	19.37
2993	-99.195	19.525
2994	-100.315	25.79
2995	-100.255	25.705
2996	-104.655	24.005
2997	-3.155	40.63
2998	-100.38	25.69
2999	-99.21	19.405
3000	-99.08	19.47
3001	-100.38	25.64
3002	-102.515	22.76
3003	-99.015	19.26
3004	-100.3	25.63
3005	-100.375	25.74
3006	-103.305	20.615
3007	-99.165	19.31
3008	-100.34	25.65
3009	-100.975	22.155
3010	-99.09	19.455
3011	-103.31	20.695
3012	-99.08	19.345
3013	-103.3	20.705
3014	-98.98	19.34
3015	-103.37	20.615
3016	-99.265	19.325
3017	-100.205	25.725
3018	-99.225	19.515
3019	-98.98	19.35
3020	-99.26	41.717
3021	-99.215	19.315
3022	-116.965	32.495
3023	-99.105	19.475
3024	-99.195	19.56
3025	-99.075	19.375
3026	-99.22	19.52
3027	-99.14	19.485
3028	-100.355	25.71
3029	-99.23	19.43
3030	-103.36	20.635
3031	-99.195	19.515
3032	-96.13	19.165
3033	-100.31	25.715
3034	-103.375	20.71
3035	-99.09	19.335
3036	-99.205	19.58
3037	-103.41	20.64
3038	-99.27	41.748
3039	-98.97	19.33
3040	-99.26	19.34
3041	-103.295	20.715
3042	-100.395	25.675
3043	-103.33	20.71
3044	-99.1	19.325
3045	-99.225	18.94
3046	-99.12	19.225
3047	-99.1	19.34
3048	-100.24	25.655
3049	-99.29	19.335
3050	-100.275	25.67
3051	-99.19	41.778
3052	-99.05	41.809
3053	-99.11	19.27
3054	-99.21	19.52
3055	-103.29	41.81
3056	-99.245	41.717
3057	-99.05	19.335
3058	-99.015	19.395
3059	-100.38	25.745
3060	-102.63	22.86
3061	-115.435	32.645
3062	-99.15	19.285
3063	-99.075	19.52
3064	-98.985	19.765
3065	-98.97	19.715
3066	-99.165	19.485
3067	-100.27	25.66
3068	-99.145	41.778
3069	-106.45	31.73
3070	-103.39	20.59
3071	-99.19	19.335
3072	-99.015	41.717
3073	-99.085	19.425
3074	-99.2	19.315
3075	-99.1	19.535
3076	-99.085	19.325
3077	-99.14	19.355
3078	-99.31	19.345
3079	-99.175	19.265
3080	-103.35	20.72
3081	-99.13	19.56
3082	-99.095	19.25
3083	-99.22	41.717
3084	-99.075	19.465
3085	-103.35	20.605
3086	-99.055	19.335
3087	-99.13	19.565
3088	-99.02	19.33
3089	-100.215	25.545
3090	-99.02	19.37
3091	-103.355	20.72
3092	-103.37	20.715
3093	-99.15	19.52
3094	-99.26	19.31
3095	-99.04	19.255
3096	-103.355	20.69
3097	-99.21	19.505
3098	-99.235	19.29
3099	-100.29	25.585
3100	-99.22	19.325
3101	-99.02	41.689
3102	-99.23	19.265
3103	-99.06	19.365
3104	-114.775	32.48
3105	-103.325	20.595
3106	-100.38	25.765
3107	-100.295	25.71
3108	-100.235	25.575
3109	-100.23	25.57
3110	-103.265	20.69
3111	-99.035	19.38
3112	-99.1	19.335
3113	-99.05	19.255
3114	-99.09	19.26
3115	-99.29	19.35
3116	-101.015	25.45
3117	-99	19.265
3118	-99.195	19.545
3119	-99.15	19.45
3120	-100.255	41.967
3121	-99	19.285
3122	-100.365	25.66
3123	-99.15	19.55
3124	-103.26	20.63
3125	-98.945	19.33
3126	-99.095	19.265
3127	-99.23	19.42
3128	-99.12	19.26
3129	-99.035	19.25
3130	-99.235	19.295
3131	-99.04	19.31
3132	-100.38	25.66
3133	-99.1	19.445
3134	-99	19.35
3135	-99.1	19.215
3136	-103.335	20.645
3137	-103.31	20.715
3138	-100.36	25.65
3139	-100.36	25.705
3140	-100.355	25.705
3141	-102.745	20.83
3142	-99.035	19.515
3143	-100.165	25.685
3144	-99.23	19.275
3145	-99.035	19.26
3146	-99.205	19.475
3147	-99.215	19.41
3148	-100.355	25.725
3149	-103.415	20.71
3150	-100.415	25.775
3151	-103.395	20.63
3152	-100.24	25.745
3153	-100.245	25.705
3154	-103.315	20.74
3155	-103.32	20.685
3156	-99.205	19.35
3157	-103.53	19.92
3158	-100.365	25.615
3159	-99.285	19.355
3160	-99.13	19.525
3161	-100.29	25.745
3162	-99.17	19.475
3163	-99.28	19.45
3164	-99.055	19.415
3165	-99.12	19.34
3166	-100.33	25.665
3167	-100.22	25.66
3168	-103.32	20.735
3169	-103.405	20.74
3170	-99.055	19.25
3171	-103.3	41.84
3172	-103.325	20.64
3173	-103.35	20.635
3174	-98.975	19.685
3175	-103.315	20.735
3176	-99.24	19.275
3177	-99.2	19.22
3178	-99.105	19.505
3179	-99.045	19.305
3180	-100.23	25.555
3181	-100.295	25.755
3182	-99.04	19.385
3183	-99.105	19.445
3184	-103.33	41.81
3185	-99.02	19.26
3186	-99.065	19.28
3187	-99.225	19.41
3188	-100.265	25.75
3189	-100.25	25.685
3190	-100.305	25.715
3191	-99.055	19.35
3192	-99.105	19.245
3193	-99.055	41.748
3194	-100.385	25.65
3195	-101.65	21.105
3196	-99.18	19.49
3197	-99.285	19.38
3198	-103.285	20.675
3199	-99.145	19.53
3200	-99.305	19.365
3201	-103.27	20.625
3202	-99.255	41.748
3203	-99.215	19.38
3204	-103.225	20.665
3205	-99.32	19.325
3206	-99.155	19.51
3207	-103.305	20.64
3208	-99.23	19.525
3209	-99.06	41.717
3210	-103.335	20.725
3211	-103.46	20.675
3212	-99.22	19.295
3213	-98.995	19.175
3214	-99.21	19.47
3215	-99.225	19.64
3216	-100.38	25.655
3217	-100.265	25.745
3218	-100.17	25.68
3219	-103.31	20.705
3220	-100.25	25.585
3221	-100.22	25.78
3222	-99.1	19.485
3223	-99.21	19.275
3224	-99.24	19.375
3225	-102.995	22.665
3226	-99.165	19.605
3227	-99.075	19.47
3228	-99.235	19.405
3229	-99.255	19.325
3230	-99.18	19.27
3231	-99.03	19.39
3232	-99.105	19.33
3233	-99.205	19.265
3234	-103.02	19.915
3235	-100.36	25.765
3236	-100.38	41.845
3237	-103.425	20.66
3238	-99.1	41.689
3239	-109.93	41.786
3240	-98.975	19.33
3241	-99.025	19.37
3242	-98.99	19.235
3243	-99.19	19.31
3244	-99.82	20.695
3245	-103.425	20.62
3246	-100.95	22.15
3247	-99.165	19.68
3248	-99.195	19.28
3249	-99.03	19.17
3250	-100.385	25.775
3251	-100.365	25.655
3252	-99.07	19.45
3253	-100.265	25.685
3254	-100.42	20.535
3255	-100.225	25.57
3256	-103.45	20.61
3257	-99.01	19.355
3258	-99.01	19.19
3259	-100.16	25.415
3260	-100.285	25.75
3261	-99.09	19.235
3262	-100.21	25.525
3263	-99.055	19.53
3264	-100.22	25.565
3265	-100.345	25.745
3266	-98.95	19.225
3267	-99.155	19.525
3268	-99.05	19.25
3269	-103.305	20.725
3270	-99.18	19.265
3271	-99.03	19.385
3272	-100.245	25.68
3273	-99.02	19.195
3274	-99.05	19.21
3275	-99.145	19.535
3276	-103.395	20.715
3277	-99.24	19.485
3278	-103.37	20.61
3279	-99.055	19.41
3280	-99.07	19.345
3281	-99.13	19.55
3282	-99.03	19.175
3283	-103.31	20.74
3284	-99.25	18.745
3285	-99.075	19.245
3286	-99.2	19.49
3287	-103.325	20.665
3288	-103.445	20.66
3289	-100.415	25.675
3290	-99.24	19.455
3291	-100.385	25.785
3292	-100.275	25.655
3293	-99.03	19.195
3294	-99.2	19.285
3295	-100.15	25.755
3296	-103.36	20.72
3297	-99.25	19.315
3298	-100.27	25.71
3299	-103.32	20.71
3300	-103.385	20.63
3301	-102.73	20.045
3302	-99.13	41.689
3303	-100.28	25.59
3304	-99.235	19.415
3305	-99.11	19.28
3306	-99.26	41.809
3307	-99.225	19.305
3308	-100.315	25.74
3309	-99.06	19.495
3310	-103.31	41.84
3311	-100.255	25.71
3312	-99.18	19.24
3313	-100.45	20.545
3314	-100.19	25.78
3315	-99.265	19.34
3316	-99.02	41.717
3317	-99.085	19.49
3318	-103.31	20.625
3319	-99.235	19.51
3320	-103.37	20.645
3321	-99.08	19.255
3322	-98.97	19.31
3323	-99.055	19.46
3324	-100.345	25.655
3325	-99.14	19.245
3326	-99.325	19.325
3327	-99.195	19.215
3328	-99.04	19.32
3329	-103.365	20.63
3330	-99.215	19.27
3331	-100.37	25.74
3332	-99.055	19.45
3333	-99.07	19.34
3334	-100.175	25.735
3335	-99.1	19.53
3336	-99.21	19.35
3337	-99.085	41.748
3338	-99.05	19.31
3339	-103.34	20.72
3340	-99.24	19.29
3341	-100.215	25.665
3342	-99.085	19.35
3343	-103.42	20.685
3344	-99.175	19.32
3345	-98.995	19.225
3346	-99.245	19.51
3347	-99.035	19.17
3348	-99.035	19.36
3349	-99.21	19.285
3350	-99.05	19.195
3351	-99.315	19.345
3352	-99.055	19.285
3353	-103.335	41.81
3354	-100.33	25.655
3355	-103.335	20.64
3356	-99.055	19.305
3357	-103.26	20.67
3358	-103.33	20.61
3359	-99.285	19.325
3360	-100.275	25.78
3361	-103.28	20.68
3362	-101.67	41.994
3363	-99.175	19.495
3364	-103.85	20.685
3365	-99.205	19.47
3366	-100.36	25.66
3367	-97.435	20.535
3368	-99.02	19.335
3369	-99.12	19.54
3370	-103.295	20.635
3371	-100.235	25.72
3372	-103.27	20.66
3373	-99.06	19.375
3374	-102.85	23.175
3375	-107.05	41.663
3376	-105.21	20.655
3377	-98.995	19.355
3378	-99.035	41.689
3379	-98.95	19.375
3380	-99.215	19.415
3381	-99.01	19.37
3382	-99.075	19.425
3383	-100.24	25.565
3384	-99.19	41.809
3385	-103.345	20.65
3386	-100.36	25.73
3387	-100.305	25.755
3388	-103.445	20.65
3389	-100.37	25.77
3390	-99.075	19.365
3391	-99.04	19.53
3392	-99.025	19.395
3393	-99.04	19.51
3394	-99.08	19.365
3395	-99.155	19.535
3396	-103.375	20.66
3397	-100.205	25.695
3398	-99.055	19.495
3399	-99.02	19.395
3400	-99.26	19.335
3401	-103.225	20.67
3402	-99.05	19.355
3403	-100.305	25.65
3404	-103.36	20.755
3405	-100.24	25.56
3406	-99.1	19.375
3407	-99.035	19.33
3408	-101.68	41.994
3409	-100.245	25.795
3410	-99.16	19.535
3411	-99.29	19.33
3412	-103.34	20.735
3413	-100.33	25.73
3414	-99.245	19.38
3415	-99.015	41.689
3416	-103.355	20.64
3417	-99.045	19.325
3418	-100.31	25.725
3419	-103.395	41.84
3420	-99.26	19.445
3421	-99.115	19.635
3422	-100.39	25.785
3423	-99.035	19.305
3424	-99.08	19.33
3425	-98.975	19.22
3426	-98.955	19.225
3427	-100.25	25.705
3428	-100.32	25.645
3429	-99.185	19.33
3430	-99.155	19.235
3431	-103.38	20.625
3432	-99.065	19.43
3433	-103.455	20.64
3434	-100.32	25.71
3435	-103.32	20.725
3436	-100.34	25.655
3437	-103.34	20.725
3438	-103.3	20.685
3439	-99.005	19.265
3440	-99.25	19.405
3441	-99.15	19.56
3442	-99.1	19.32
3443	-99.1	19.315
3444	-99.235	19.52
3445	-100.21	25.705
3446	-99.37	17.95
3447	-99.015	19.365
3448	-99.105	19.24
3449	-100.01	25.265
3450	-103.385	20.73
3451	-99.22	19.305
3452	-99.145	19.555
3453	-100.255	25.715
3454	-99.245	19.37
3455	-99.085	19.365
3456	-99.035	19.28
3457	-104.57	19.24
3458	-99.035	19.29
3459	-99.095	19.34
3460	-103.285	20.605
3461	-116.195	32.49
3462	-100.315	25.655
3463	-103.36	20.63
3464	-99.265	19.38
3465	-98.97	19.325
3466	-100.23	25.56
3467	-99.24	19.51
3468	-99.07	19.255
3469	-103.325	20.62
3470	-99.175	19.52
3471	-99.225	19.375
3472	-103.325	20.73
3473	-100.385	25.77
3474	-100.405	25.775
3475	-99.155	19.245
3476	-99.245	19.47
3477	-84.08	9.955
3478	-99.155	19.555
3479	-103.295	20.655
3480	-99.08	19.45
3481	-103.45	20.765
3482	-99.2	19.31
3483	-100.2	41.876
3484	-99.205	19.28
3485	-99.115	19.275
3486	-99.145	19.55
3487	-99.07	19.535
3488	-103.375	20.635
3489	-98.965	19.31
3490	-103.28	20.695
3491	-100.225	25.685
3492	-99.03	19.285
3493	-99.21	19.455
3494	-99.17	19.25
3495	-99.005	19.26
3496	-103.41	20.68
3497	-99.1	19.24
3498	-103.42	20.705
3499	-99.195	19.225
3500	-99.095	19.49
3501	-100.38	25.665
3502	-103.41	20.645
3503	-99.25	19.505
3504	-103.33	20.625
3505	-99.05	19.435
3506	-103.405	20.68
3507	-103.335	20.605
3508	-100.41	25.775
3509	-100.385	25.73
3510	-102.33	21.245
3511	-100.27	25.575
3512	-99.225	19.525
3513	-103.28	20.605
3514	-99.165	19.53
3515	-98.945	19.345
3516	-100.375	25.65
3517	-99.27	19.405
3518	-100.245	25.725
3519	-100.31	25.65
3520	-98.995	19.275
3521	-99.28	19.35
3522	-99.095	19.26
3523	-99.285	19.345
3524	-103.415	20.655
3525	-99.185	19.275
3526	-99.08	19.455
3527	-103.345	20.73
3528	-100.185	25.725
3529	-99.05	19.32
3530	-103.42	20.68
3531	-96.72	41.868
3532	-100.26	25.715
3533	-100.28	25.71
3534	-99.32	19.335
3535	-99.2	19.505
3536	-99.1	19.37
3537	-99.1	19.27
3538	-99.275	19.435
3539	-99.16	19.33
3540	-99.005	41.748
3541	-99.24	19.52
3542	-99.15	19.545
3543	-100.235	25.58
3544	-99.005	19.19
3545	-99.03	19.265
3546	-99.24	19.545
3547	-99.235	41.717
3548	-100.375	25.775
3549	-99.04	19.475
3550	-100.28	41.845
3551	-99.26	19.385
3552	-100.305	25.69
3553	-99	19.355
3554	-99.015	19.34
3555	-99.015	41.748
3556	-100.375	25.785
3557	-99.19	19.56
3558	-99.125	19.55
3559	-103.405	20.66
3560	-103.445	20.69
3561	-99.095	19.27
3562	-99.125	19.56
3563	-100.405	25.765
3564	-100.39	25.655
3565	-100.275	25.675
3566	-99.17	19.235
3567	-99.23	19.355
3568	-99.22	19.455
3569	-99.06	19.48
3570	-99.025	19.405
3571	-103.285	41.84
3572	-99.04	19.355
